HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Activity,Answer.WritingTexts,Approve,Reject
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,39O5D9O87U7D0TM0QPW5KON9RLJC3X,A3JUAN2Y9XTK5L,Submitted,Sun Nov 26 15:34:36 PST 2017,Sun Nov 26 15:36:08 PST 2017,Wed Nov 29 15:36:08 PST 2017,,,,92,0% (0/0),0% (0/0),0% (0/0),Bathing|Enter_Home|Sleep|Eating|Wandering_in_room,"Turn on the lights, I'm about to shower.|Turn on the lights, I'm in the garage|Turn off the lights, I'm getting sleepy|Turn on the lights, I'm going to cook something|Turn on the lights, I have friends coming over",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3A1PQ49WVIW87YJ1PDWN7M5S6UKH1V,A2ZPOT9PJ03XZP,Submitted,Sun Nov 26 18:12:33 PST 2017,Sun Nov 26 18:16:07 PST 2017,Wed Nov 29 18:16:07 PST 2017,,,,214,0% (0/0),0% (0/0),0% (0/0),Bed_Toilet_Transition|Sleeping_Not_in_Bed|Meal_Preparation|Personal_Hygiene|Housekeeping,"Turn on the bathroom light, I have to pee.|Turn off the lights in the living room, I'm taking a nap.|Turn on the kitchen lights, I'm cooking.|Turn on the bathroom light, I'm getting up.|Turn on the hallway light, I'm vacuuming.",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3COPXFW7XCR2QG3BG0AALA3I1QKKPU,AHUGUDOPVRY7W,Submitted,Sun Nov 26 15:39:39 PST 2017,Sun Nov 26 15:43:13 PST 2017,Wed Nov 29 15:43:13 PST 2017,,,,214,0% (0/0),0% (0/0),0% (0/0),Bed_Toilet_Transition|Enter_Home|Meal_Preparation|Sleep|Leave_Home,I need to use the bathroom. Please turn on the lights. |I'm home! Lights on please!|Please turn the kitchen light on.|Goodnight. Lights off please.|I'm leaving. Turn the lights off please.,,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3E4GGUZ1T966Y925E2ZYPXVPQHYK2F,A2QY33EGEW6DTD,Submitted,Sun Nov 26 17:07:56 PST 2017,Sun Nov 26 17:09:49 PST 2017,Wed Nov 29 17:09:49 PST 2017,,,,113,100% (1/1),100% (1/1),100% (1/1),Watch_TV|Sleep|Personal_Hygiene|Wandering_in_room|Meal_Preparation,turn off the lights in my room since im watching tv|im getting out of bed so turn on the lights |turn on the lights since im brushing my teeth |turn on the lights since im going from one room to another |turn on lights when i enter the kitchen,,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3EICBYG645BOL7OPTAOS0V4YNIYCJ2,A2XVL0RNQMWI17,Submitted,Sun Nov 26 13:36:22 PST 2017,Sun Nov 26 13:39:47 PST 2017,Wed Nov 29 13:39:47 PST 2017,,,,205,0% (0/0),0% (0/0),0% (0/0),Wandering_in_room|Enter_Home|Wandering_in_room|Leave_Home|Sleep,I want the lights on when I enter the kitchen.|Turn on the living room lights when I get home.|Turn on the bathroom lights.|Turn off all the lights after I leave the house.|Turn off the lights when I get in bed.,,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3ERET4BTVNOHYTN4ZBEDZK33WMWK9T,A24KXOCL89WA1U,Submitted,Sun Nov 26 13:52:42 PST 2017,Sun Nov 26 13:57:17 PST 2017,Wed Nov 29 13:57:17 PST 2017,,,,275,0% (0/0),0% (0/0),0% (0/0),Eating|Wandering_in_room|Enter_Home|Watch_TV|Housekeeping,"Turn on the lights in the dining room while I'm eating|Turn on lights in each room I enter|Turn on porch lights when I'm getting home|I'm watching tv, turn off the lights in the living room. |Turn on all household lights",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3FIJLY1B6VJRAUBXFPJD5XBDTVIPFE,A1OK757V9JDQHB,Submitted,Sun Nov 26 19:24:30 PST 2017,Sun Nov 26 19:27:44 PST 2017,Wed Nov 29 19:27:44 PST 2017,,,,194,0% (0/0),0% (0/0),0% (0/0),Watch_TV|Sleep|Enter_Home|Wandering_in_room|Bed_Toilet_Transition,"Turn off the lights when I'm watching TV.|I'm going to bed, turn all the lights off.|I'm home now, turn the lights on.|I'm in the room now, turn on the lights.|I'm going to the bathroom, turn the lights on.",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3HPZF4IVNN8EGWJOFAPVAIJM0MGYCR,A36ZLUFEGBJGKA,Submitted,Sun Nov 26 16:10:55 PST 2017,Sun Nov 26 16:16:43 PST 2017,Wed Nov 29 16:16:43 PST 2017,,,,348,0% (0/0),0% (0/0),0% (0/0),Bathing|Bed_Toilet_Transition|Work|Meal_Preparation|Enter_Home,"Dim the lights to 50% level, I'm bathing.|Turn lights on dimmed level, I need to see my way.|Turn off the lights, I'm leaving for work.|Turn the kitchen light on, I'm about to cook.|Turn the foyer light on dimmed level when I enter the house.",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3HUTX6F6VV2PO0NKCURRWECYALYO2R,A1MUSSOGT1XU5R,Submitted,Sun Nov 26 14:28:59 PST 2017,Sun Nov 26 14:31:38 PST 2017,Wed Nov 29 14:31:38 PST 2017,,,,159,0% (0/0),0% (0/0),0% (0/0),Sleep|Leave_Home|Meal_Preparation|Bathing|Watch_TV,"Time for bed, turn off the lights.|Leaving the house so turn off the lights.|Time to cook so turn on the lights.|Taking a bath, turn on the lights.|Turn on the lights so I can watch tv.",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3KWTYT0871I9HC3AHLDX24BGZQJ5LR,AAI7V9VASGBIY,Submitted,Sun Nov 26 14:01:56 PST 2017,Sun Nov 26 14:04:20 PST 2017,Wed Nov 29 14:04:20 PST 2017,,,,144,100% (1/1),100% (1/1),100% (1/1),Eating|Wandering_in_room|Work|Meal_Preparation|Watch_TV,Turn on the lights in the dining room so I can eat.|Turn on lights while I am in this room and then turn them off when I leave.|Keep all lights at home off while I am at work.|When I am cooking please turn on all the lights in the kitchen including the stove light.|Please dim the lights in the living room while I am watching TV.,,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3M68NM076IMG3EY1ROKYGMYF1EA6RR,ATKZ6Y1VFB8M9,Submitted,Sun Nov 26 21:12:19 PST 2017,Sun Nov 26 21:17:49 PST 2017,Wed Nov 29 21:17:49 PST 2017,,,,330,0% (0/0),0% (0/0),0% (0/0),Bathing|Sleep|Meal_Preparation|Enter_Home|Work,"Turn on the lights, I am showering|I'm in bed, turn off the lights|Turn on the lights, I am cooking|Turn on the lights, I am home|Turn off the lights, I am going to work",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3MH9DQ757XRAGZFO7VOPXOYO2RAUGE,A35IGG3NIWL4A3,Submitted,Sun Nov 26 19:23:36 PST 2017,Sun Nov 26 19:25:20 PST 2017,Wed Nov 29 19:25:20 PST 2017,,,,104,0% (0/0),0% (0/0),0% (0/0),Bathing|Bed_Toilet_Transition|Leave_Home|Eating|Enter_Home,"Turn the light on because I'm taking a bath.|Turn on the light now because I need to use the bathroom.|I'm leaving now, so turn the light off.|I'm going to eat, so the light should be on.|I'm home. Turn the light on.",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3MMN5BL1W0JQ9FYR3EQJNKSLL043MP,A1ETQFBHAJNZNS,Submitted,Sun Nov 26 19:47:17 PST 2017,Sun Nov 26 19:51:10 PST 2017,Wed Nov 29 19:51:10 PST 2017,,,,233,0% (0/0),0% (0/0),0% (0/0),Enter_Home|Personal_Hygiene|Watch_TV|Sleeping_Not_in_Bed|Housekeeping,"Turn on the lights when I walk into the room |Turn off the lights when I turn off the sink. |Turn off the lights when I turn on the TV. |I'm going to sleep on the living room couch, please turn off the lights. |I'm going to the laundry room, please turn on the lights.",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3NLZY2D53Q4YAYM81D100F67VM5QLO,A30AGR5KF8IEL,Submitted,Sun Nov 26 13:50:38 PST 2017,Sun Nov 26 13:54:47 PST 2017,Wed Nov 29 13:54:47 PST 2017,,,,249,0% (0/0),0% (0/0),0% (0/0),Enter_Home|Wandering_in_room|Meal_Preparation|Personal_Hygiene|Housekeeping,"I'm home, turn on the lights.|It's dark outside, turn on the lights in this room.|I'm going to fix dinner now, please turn on the lights.|I need to use the bathroom, please turn on the lights.|I need to get something out of the closet, please turn on the lights.",,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3OVHNO1VE7GOQEZ7BSMP8VA6RGQDZR,AMI7O28BUU547,Submitted,Sun Nov 26 14:29:19 PST 2017,Sun Nov 26 14:35:00 PST 2017,Wed Nov 29 14:35:00 PST 2017,,,,341,100% (1/1),100% (1/1),100% (1/1),Sleep|Sleep|Sleep|Sleep|Personal_Hygiene,I need to go to the bathroom so turn the lights on|Turn the lights off in 20 minutes so I can sleep|Turn the lights on at 7am when I need to wake up|Turn the lights off in 30 minutes so I can stop reading|Turn the lights on in the bathroom for 5 minutes so I can brush my teeth,,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3PJ71Z61R5HFSS1IR18VU574NHD91Y,A2HY1HZTA6VH9D,Submitted,Sun Nov 26 18:16:46 PST 2017,Sun Nov 26 18:22:50 PST 2017,Wed Nov 29 18:22:50 PST 2017,,,,364,0% (0/0),0% (0/0),0% (0/0),Bathing|Wandering_in_room|Bed_Toilet_Transition|Meal_Preparation|Leave_Home,I am taking a Bath.Turn all the lights off in the house except the bathroom.|Turn on the light in this room please. |I am peeing. Please turn on the bathroom light and hall light|Please turn on the extra lights in the kitchen I am going to cook. |Please shut off all of the lights in the house except the back door I am going to be gone for awhile.,,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3QBD8R3Z22YZRE27G8AFPT9WU0M4OX,A30P3MCZIZ8Q4G,Submitted,Sun Nov 26 21:44:23 PST 2017,Sun Nov 26 21:46:12 PST 2017,Wed Nov 29 21:46:12 PST 2017,,,,109,0% (0/0),0% (0/0),0% (0/0),Bed_Toilet_Transition|Sleeping_Not_in_Bed,Turn on the lights when I get up to go to the bathroom.|Turn off the lights when I fall asleep watching TV.,,
32XN26MTXZY7ZLJFUD2KWQJ2T4H0LE,36ENCJ709JNFWWOAACUENU1F0M6KEV,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.20 ,Sun Nov 26 13:35:30 PST 2017,50,BatchId:3024249;OriginalHitTemplateId:712361150;,600,259200,Sun Dec 03 13:35:30 PST 2017,,,3R3YRB5GRGI9682LLVWF12NL4VHAU0,A3TUJHF9LW3M8N,Submitted,Sun Nov 26 15:16:30 PST 2017,Sun Nov 26 15:20:37 PST 2017,Wed Nov 29 15:20:37 PST 2017,,,,247,0% (0/0),0% (0/0),0% (0/0),Leave_Home|Bed_Toilet_Transition|Watch_TV|Work|Housekeeping,"I'm going out, please turn all lights off. |I'm going to the bathroom, turn on the lights. |I'm watching a movie, turn off the living room lights. |I'm working, turn on my office light|I need to get dressed, turn on my closet light.",,
