HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.Activity,Answer.WritingTexts,Approve,Reject
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3570Y55XZQYRX8ZTHWLE0941YE3YGW,AQV3BLQNMEP5C,Approved,Sun Nov 26 15:01:57 PST 2017,Sun Nov 26 15:04:28 PST 2017,Wed Nov 29 15:04:28 PST 2017,Sun Nov 26 17:42:26 PST 2017,,,151,100% (1/1),100% (1/1),100% (1/1),Wandering_in_room|Leave_Home|Sleep|Enter_Home|Work,Lights on! I am coming into the room|Lights off! I am leaving the house.|I am in bed. Lights off!|I am home. Lights on!|Lights off! Going to work.,,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,358UUM7WR0IZ7EC6AYPQM0YBWPZR7G,A1KRKLRUJKQIPZ,Submitted,Sun Nov 26 22:55:29 PST 2017,Sun Nov 26 23:02:24 PST 2017,Wed Nov 29 23:02:24 PST 2017,,,,415,0% (0/0),0% (0/0),0% (0/0),Sleep|Bed_Toilet_Transition|Meal_Preparation|Watch_TV|Work,Turn off the lights after 11 p.m.|Turn on lights at 7 a.m.|Turn on lights when stove is on|Turn off lights when TV is on|Turn off lights between 8 am and 6 p.m.,,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,36DSNE9QZ6DPUWLSJFXJVVYFCUHJO2,AANTDQ96TMQLG,Approved,Sat Nov 25 14:22:28 PST 2017,Sat Nov 25 14:24:45 PST 2017,Tue Nov 28 14:24:45 PST 2017,Sun Nov 26 17:42:26 PST 2017,,,137,100% (1/1),100% (1/1),100% (1/1),Watch_TV|Personal_Hygiene|Leave_Home|Enter_Home|Sleep,"Dim the lights, I am watching the television.|Turn on the lights, I am using the bathroom.|Dim the lights, I am leaving the house. |Turn on the lights, I am returning home.|Turn off the lights, I am taking a nap.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,36U2A8VAG2EWZUVC7N6TY1WU5W4KY7,A2UQYFVDE52LY0,Submitted,Sun Nov 26 19:49:22 PST 2017,Sun Nov 26 19:53:43 PST 2017,Wed Nov 29 19:53:43 PST 2017,,,,261,0% (0/0),0% (0/0),0% (0/0),Bathing|Bed_Toilet_Transition|Sleeping_Not_in_Bed|Leave_Home|Wandering_in_room,I am getting out of the bath tub turn on the lights.|I am getting up to use the bathroom turn on the lights.|I am going to bed turn off the lights.|I am going out turn off the lights.|Entering the room turn on the lights.,,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,386PBUZZXGCHOBIV6NHR3EULHOTJL0,A1CTTQHEA5NE5C,Approved,Fri Nov 24 17:05:38 PST 2017,Fri Nov 24 17:08:49 PST 2017,Mon Nov 27 17:08:49 PST 2017,Sun Nov 26 17:42:26 PST 2017,,,191,100% (1/1),100% (1/1),100% (1/1),Bathing|Bed_Toilet_Transition|Enter_Home|Sleep|Watch_TV,Turn on bath water to medium temperature as I am ready to take a bath|I am leaving the toilet please turn off lights and turn on bedroom light|I am home turn on hall lights|I am going to bed turn off lights|Turn on tv I am entering living room,,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,39JEC7537VGXC2OJAZ2B3JFSI6ICV2,A1VZXPCOSX2D5I,Approved,Sun Nov 26 17:12:11 PST 2017,Sun Nov 26 17:16:36 PST 2017,Wed Nov 29 17:16:36 PST 2017,Sun Nov 26 17:42:26 PST 2017,,,265,100% (1/1),100% (1/1),100% (1/1),Enter_Home|Sleep|Eating|Housekeeping|Personal_Hygiene,"Turn the lights on in the garage, we are home|Turn down the lights, i would like to read|I'm ready to eat, please turn the lights on in the dining room|I'm done cooking, please turn the kitchen lights off|Please turn the bathroom lights off, i'm done using the restroom",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3AMW0RGHOEH3YMOEDD2QD2KMVLYPND,ASMOMMDQ3BCG9,Approved,Sun Nov 26 09:15:54 PST 2017,Sun Nov 26 09:18:00 PST 2017,Wed Nov 29 09:18:00 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,126,100% (1/1),100% (1/1),100% (1/1),Wandering_in_room|Leave_Home|Housekeeping|Enter_Home|Eating,"Turn on the lights when I walk in the room.|I'm leaving now, turn off the lights.|I'm cleaning now, so turn on the lights.|I'm home, turn on the lights.|Time for dinner, so turn on the lights.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3BF51CHDTWP809YJTUSNTHMI1Z60HX,A31J46CL1IXDAZ,Approved,Sat Nov 25 16:42:13 PST 2017,Sat Nov 25 16:45:34 PST 2017,Tue Nov 28 16:45:34 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,201,100% (1/1),100% (1/1),100% (1/1),Watch_TV|Bed_Toilet_Transition|Enter_Home|Leave_Home|Work,"Turn off the lights when I'm watching TV|Turn on the lights when I go in the bathroom|I'm home now, turn on the lights|Leaving the house, turn off the lights|Leaving for work, turn the lights off",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3CPLWGV3MPEI6Z87WO6TRCK7QELN9F,A2BLFWQEORJ2NA,Approved,Fri Nov 24 18:33:38 PST 2017,Fri Nov 24 18:36:13 PST 2017,Mon Nov 27 18:36:13 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,155,100% (1/1),100% (1/1),100% (1/1),Leave_Home|Meal_Preparation|Enter_Home|Watch_TV|Work,Turn off all the lights until I return.|Preheat the oven to 350 degrees.|Set temperature to 70 degrees.|Turn the volume down on the TV.|Turn on my work playlist.,,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3EFVCAY5L4OM94YCCY8NY98FXQV8J8,AWXSUKMW9BFWD,Approved,Sat Nov 25 19:20:18 PST 2017,Sat Nov 25 19:25:13 PST 2017,Tue Nov 28 19:25:13 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,295,100% (1/1),100% (1/1),100% (1/1),Sleeping_Not_in_Bed|Meal_Preparation|Housekeeping|Sleep|Bed_Toilet_Transition,I'm napping on the couch so turn the lights off.|Turn on the kitchen light! I'm cooking!|I'm cleaning so turn on the lights.|It's bedtime! So lights out!|Turn on the lights before I stub my toe!,,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3EG49X351VR00AKD0NQQ54K32Q0X69,A19PMT8RV13FZR,Approved,Fri Nov 24 13:27:46 PST 2017,Fri Nov 24 13:29:51 PST 2017,Mon Nov 27 13:29:51 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,125,100% (1/1),100% (1/1),100% (1/1),Bathing|Watch_TV,"Turn on the lights so I can bathe|We are watching a movie, please turn off the lights",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3F6HPJW4JEFXT9WM3GI1D8PKDMCW2O,A2ERKOGW11QUTX,Approved,Sat Nov 25 19:26:34 PST 2017,Sat Nov 25 19:27:47 PST 2017,Tue Nov 28 19:27:47 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,73,100% (1/1),100% (1/1),100% (1/1),Bathing|Work|Meal_Preparation|Enter_Home|Bed_Toilet_Transition,"Turn on bathroom lights|Turn on lights since i'm in the office|Turn on kitchen lights, I'm cooking|I'm home, turn on the lights|I'm going to the bathroom, turn on the hall light",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3FPRZHYEPZM9Z2S0H6RAAGBYCTP3VF,A179E2BGFPDGHM,Submitted,Sun Nov 26 22:16:35 PST 2017,Sun Nov 26 22:18:29 PST 2017,Wed Nov 29 22:18:29 PST 2017,,,,114,0% (0/0),0% (0/0),0% (0/0),Meal_Preparation|Work|Personal_Hygiene|Housekeeping|Leave_Home,Turn on the lights above the stove.  |Turn on lights above my desk.  |Turn on vanity lights.  |Turn on all lights for cleaning.  |Turn on security lights.,,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3G2UL9A02ET6LVEMIAMSB57F00176A,A28QBODJVLHM09,Approved,Sat Nov 25 18:07:55 PST 2017,Sat Nov 25 18:10:29 PST 2017,Tue Nov 28 18:10:29 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,154,100% (1/1),100% (1/1),100% (1/1),Sleeping_Not_in_Bed|Work|Enter_Home|Housekeeping|Wandering_in_room,"I'm sleepin on the couch, so turn off the lights. |Turn on the lights when I'm working at my desk.|Turn on the lights when I enter my home.|Turn on the lights when I'm sweeping the floor.|Turn on the lights when I enter a room.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3GA6AFUKOP34H1XGCHA6VFKP4C33HA,A1MJJHFEKOGUIU,Approved,Sat Nov 25 20:27:47 PST 2017,Sat Nov 25 20:31:20 PST 2017,Tue Nov 28 20:31:20 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,213,100% (1/1),100% (1/1),100% (1/1),Wandering_in_room|Eating|Meal_Preparation|Leave_Home|Bathing,"When I enter and stay in a room for more than three seconds, keep the lights on. |Keep the lights on when I'm at the dinner table. |Keep the lights on when I'm preparing the meal and setting up the table. |Turn the lights off in every room once I leave the house. |Start to dim the lights once I've set myself inside the bathtub.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3HFNH7HEMITIO687QM4KNN1ZZ2GQG9,A3FNUPNA1CIT92,Approved,Fri Nov 24 22:13:22 PST 2017,Fri Nov 24 22:16:03 PST 2017,Mon Nov 27 22:16:03 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,161,100% (1/1),100% (1/1),100% (1/1),Bed_Toilet_Transition|Work|Housekeeping|Eating|Sleep,"I'm going to the bathroom, so please turn on the lights.|I'm doing some work, so please turn on the lights|Turn on the lights when I'm cleaning the kitchen.|I'm having dinner, so please turn on the lights while I eat.|I'm going to bed, so please turn off the lights.",,
3MXX6RQ9EVKEPUGE56ITPAIZFP94P5,3I6QNRBGCVY5OEYEW0O7WR1Z0LTJC2,Create commands to say to smart homes,Create a command that you would say to tell a smart home whether the lights should be on or off.,"text, creative, research, academic, writing, smart home, internet of things, artificial intelligence",$0.15 ,Fri Nov 24 12:43:20 PST 2017,50,BatchId:3022790;OriginalHitTemplateId:712361150;,600,259200,Fri Dec 01 12:43:20 PST 2017,,,3HFNH7HEMITIO687QM4KNN1ZZ50QGZ,A293Y9SY2ETQN5,Approved,Sun Nov 26 09:37:43 PST 2017,Sun Nov 26 09:41:35 PST 2017,Wed Nov 29 09:41:35 PST 2017,Sun Nov 26 17:42:27 PST 2017,,,232,100% (1/1),100% (1/1),100% (1/1),Watch_TV|Meal_Preparation|Watch_TV|Leave_Home|Sleep,Turn on the fan.|Turn on the lights in the kitchen.|Turn the t.v on|close the blinds in the living room.|close the blinds in bed room,,
